Car ID,Brand,Model,Year,Color,Mileage,Price,Location,Mileage_
424,Chevrolet,Traverse,2020,Black,40000,17000,Houston,Middle
425,Hyundai,Santa Fe,2020,Red,60000,14000,Seattle,High
426,Toyota,4Runner,2016,Silver,55000,12000,Los Angeles,Middle
427,Honda,Odyssey,2019,White,45000,18000,New York,Middle
428,Ford,Edge,2015,Blue,35000,16000,Chicago,Low
429,Chevrolet,Tahoe,2016,Black,55000,14000,Miami,Middle
430,Hyundai,Palisade,2015,Silver,60000,12000,San Francisco,High
431,Toyota,Sienna,2017,Red,40000,15000,Dallas,Middle
432,Honda,Fit,2016,Gray,25000,19000,Atlanta,Low
433,Ford,Fusion,2016,White,30000,18000,Phoenix,Low
434,Chevrolet,Malibu,2018,Blue,65000,22000,Houston,High
435,Hyundai,Venue,2015,Silver,55000,16000,Seattle,Middle
436,Toyota,Yaris,2018,Black,50000,14000,Los Angeles,Middle
437,Toyota,Camry,2016,White,55000,19000,Los Angeles,Middle
438,Honda,Civic,2017,Blue,30000,23000,New York,Low
439,Toyota,Camry,2019,White,40000,21000,Los Angeles,Middle
440,Honda,Civic,2016,Blue,45000,18000,New York,Middle
441,Ford,Focus,2019,Silver,35000,20000,Chicago,Low
442,Chevrolet,Cruze,2017,Red,60000,25000,Miami,High
443,Hyundai,Elantra,2019,Black,55000,24000,San Francisco,Middle
444,Toyota,Corolla,2015,Gray,50000,23000,Dallas,Middle
445,Honda,Accord,2015,White,35000,28000,Atlanta,Low
446,Ford,Mustang,2016,Yellow,40000,25000,Phoenix,Middle
447,Chevrolet,Impala,2018,Black,70000,27000,Houston,High
448,Hyundai,Sonata,2020,Blue,55000,22000,Seattle,Middle
449,Toyota,Rav10,2019,Gray,50000,21000,Los Angeles,Middle
450,Honda,CR-V,2018,Red,45000,26000,New York,Middle
451,Ford,Escape,2020,White,30000,29000,Chicago,Low
452,Chevrolet,Equinox,2015,Black,35000,27000,Miami,Low
453,Hyundai,Kona,2016,Blue,55000,12000,San Francisco,Middle
454,Toyota,Highlander,2015,Silver,50000,15000,Dallas,Middle
455,Honda,Pilot,2020,Gray,40000,17000,Atlanta,Middle
456,Ford,Explorer,2015,White,60000,14000,Phoenix,High
457,Chevrolet,Traverse,2019,Black,55000,12000,Houston,Middle
458,Hyundai,Santa Fe,2018,Red,50000,15000,Seattle,Middle
459,Toyota,4Runner,2016,Silver,40000,17000,Los Angeles,Middle
460,Honda,Odyssey,2018,White,35000,14000,New York,Low
461,Ford,Edge,2015,Blue,70000,12000,Chicago,High
462,Chevrolet,Tahoe,2015,Black,55000,15000,Miami,Middle
463,Hyundai,Palisade,2020,Silver,50000,17000,San Francisco,Middle
464,Toyota,Sienna,2015,Red,40000,14000,Dallas,Middle
465,Honda,Fit,2017,Gray,45000,16000,Atlanta,Middle
466,Ford,Fusion,2019,White,35000,18000,Phoenix,Low
467,Chevrolet,Malibu,2018,Blue,60000,19000,Houston,High
468,Hyundai,Venue,2016,Silver,50000,18000,Seattle,Middle
469,Toyota,Yaris,2017,Black,40000,22000,Los Angeles,Middle
470,Honda,HR-V,2018,White,35000,25000,New York,Low
471,Ford,EcoSport,2020,Red,70000,18000,Chicago,High
472,Chevrolet,Spark,2018,Blue,55000,19000,Miami,Middle
473,Hyundai,Accent,2018,Silver,50000,17000,San Francisco,Middle
474,Toyota,Prius,2015,Gray,45000,16000,Dallas,Middle
475,Honda,Civic,2016,White,40000,18000,Atlanta,Middle
476,Ford,Fiesta,2017,Blue,35000,20000,Phoenix,Low
477,Chevrolet,Cruze,2019,Black,55000,19000,Houston,Middle
478,Hyundai,Elantra,2017,Red,50000,23000,Seattle,Middle
479,Toyota,Camry,2020,Silver,40000,21000,Los Angeles,Middle
480,Honda,Accord,2019,White,35000,24000,New York,Low
481,Ford,Mustang,2016,Blue,70000,20000,Chicago,High
482,Chevrolet,Camaro,2016,Red,55000,22000,Miami,Middle
483,Hyundai,Genesis,2015,Black,50000,24000,San Francisco,Middle
484,Toyota,Avalon,2017,Silver,45000,23000,Dallas,Middle
485,Honda,Civic,2018,Gray,40000,27000,Atlanta,Middle
486,Ford,Fusion,2020,White,35000,25000,Phoenix,Low
487,Chevrolet,Impala,2016,Blue,70000,28000,Houston,High
488,Hyundai,Sonata,2020,Red,55000,22000,Seattle,Middle
489,Toyota,Corolla,2017,Silver,50000,21000,Los Angeles,Middle
490,Honda,CR-V,2018,White,45000,26000,New York,Middle
491,Ford,Escape,2016,Blue,30000,29000,Chicago,Low
492,Chevrolet,Equinox,2015,Black,35000,27000,Miami,Low
493,Hyundai,Tucson,2015,Red,55000,12000,San Francisco,Middle
494,Toyota,Rav10,2019,Gray,50000,15000,Dallas,Middle
495,Honda,Pilot,2018,White,40000,17000,Atlanta,Middle
496,Ford,Explorer,2020,Blue,60000,14000,Phoenix,High
497,Chevrolet,Traverse,2015,Black,55000,12000,Houston,Middle
498,Hyundai,Santa Fe,2017,Red,45000,18000,Seattle,Middle
499,Toyota,4Runner,2020,Silver,35000,16000,Los Angeles,Low
500,Honda,Odyssey,2018,White,55000,14000,New York,Middle
501,Ford,Edge,2015,Blue,60000,12000,Chicago,High
502,Chevrolet,Tahoe,2018,Black,40000,15000,Miami,Middle
503,Hyundai,Palisade,2017,Silver,25000,19000,San Francisco,Low
504,Toyota,Sienna,2020,Red,30000,18000,Dallas,Low
505,Honda,Fit,2018,Gray,65000,22000,Atlanta,High
506,Ford,Fusion,2017,White,55000,16000,Phoenix,Middle
507,Chevrolet,Malibu,2017,Blue,50000,14000,Houston,Middle
508,Hyundai,Venue,2015,Silver,55000,19000,Seattle,Middle
509,Toyota,Yaris,2019,Black,30000,23000,Los Angeles,Low
510,Toyota,Camry,2019,White,40000,21000,Los Angeles,Middle
511,Honda,Civic,2019,Blue,45000,18000,New York,Middle
512,Toyota,Camry,2018,White,35000,20000,Los Angeles,Low
513,Honda,Civic,2020,Blue,60000,25000,New York,High
514,Ford,Focus,2020,Silver,55000,24000,Chicago,Middle
515,Chevrolet,Cruze,2020,Red,50000,23000,Miami,Middle
516,Hyundai,Elantra,2017,Black,35000,28000,San Francisco,Low
517,Toyota,Corolla,2019,Gray,40000,25000,Dallas,Middle
518,Honda,Accord,2015,White,70000,27000,Atlanta,High
519,Ford,Mustang,2016,Yellow,55000,22000,Phoenix,Middle
520,Chevrolet,Impala,2015,Black,50000,21000,Houston,Middle
521,Hyundai,Sonata,2016,Blue,45000,26000,Seattle,Middle
522,Toyota,Rav11,2017,Gray,30000,29000,Los Angeles,Low
523,Honda,CR-V,2015,Red,35000,27000,New York,Low
524,Ford,Escape,2020,White,55000,12000,Chicago,Middle
525,Chevrolet,Equinox,2016,Black,50000,15000,Miami,Middle
526,Hyundai,Kona,2018,Blue,40000,17000,San Francisco,Middle
527,Toyota,Highlander,2018,Silver,60000,14000,Dallas,High
528,Honda,Pilot,2018,Gray,55000,12000,Atlanta,Middle
529,Ford,Explorer,2017,White,50000,15000,Phoenix,Middle
530,Chevrolet,Traverse,2017,Black,40000,17000,Houston,Middle
531,Hyundai,Santa Fe,2018,Red,35000,14000,Seattle,Low
532,Toyota,4Runner,2019,Silver,70000,12000,Los Angeles,High
533,Honda,Odyssey,2017,White,55000,15000,New York,Middle
534,Ford,Edge,2018,Blue,50000,17000,Chicago,Middle
535,Chevrolet,Tahoe,2016,Black,40000,14000,Miami,Middle
536,Hyundai,Palisade,2016,Silver,45000,16000,San Francisco,Middle
537,Toyota,Sienna,2017,Red,35000,18000,Dallas,Low
538,Honda,Fit,2015,Gray,60000,19000,Atlanta,High
539,Ford,Fusion,2019,White,50000,18000,Phoenix,Middle
540,Chevrolet,Malibu,2017,Blue,40000,22000,Houston,Middle
541,Hyundai,Venue,2019,Silver,35000,25000,Seattle,Low
542,Toyota,Yaris,2020,Black,70000,18000,Los Angeles,High
543,Honda,HR-V,2016,White,55000,19000,New York,Middle
544,Ford,EcoSport,2016,Red,50000,17000,Chicago,Middle
545,Chevrolet,Spark,2018,Blue,45000,16000,Miami,Middle
546,Hyundai,Accent,2019,Silver,40000,18000,San Francisco,Middle
547,Toyota,Prius,2020,Gray,35000,20000,Dallas,Low
548,Honda,Civic,2016,White,55000,19000,Atlanta,Middle
549,Ford,Fiesta,2019,Blue,50000,23000,Phoenix,Middle
550,Chevrolet,Cruze,2015,Black,40000,21000,Houston,Middle
551,Hyundai,Elantra,2018,Red,35000,24000,Seattle,Low
552,Toyota,Camry,2020,Silver,70000,20000,Los Angeles,High
553,Honda,Accord,2017,White,55000,22000,New York,Middle
554,Ford,Mustang,2017,Blue,50000,24000,Chicago,Middle
555,Chevrolet,Camaro,2017,Red,45000,23000,Miami,Middle
556,Hyundai,Genesis,2020,Black,40000,27000,San Francisco,Middle
557,Toyota,Avalon,2016,Silver,35000,25000,Dallas,Low
558,Honda,Civic,2020,Gray,70000,28000,Atlanta,High
559,Ford,Fusion,2019,White,55000,22000,Phoenix,Middle
560,Chevrolet,Impala,2019,Blue,50000,21000,Houston,Middle
561,Hyundai,Sonata,2020,Red,45000,26000,Seattle,Middle
562,Toyota,Corolla,2017,Silver,30000,29000,Los Angeles,Low
563,Honda,CR-V,2016,White,35000,27000,New York,Low
564,Ford,Escape,2019,Blue,55000,12000,Chicago,Middle
565,Chevrolet,Equinox,2015,Black,50000,15000,Miami,Middle
566,Hyundai,Tucson,2016,Red,40000,17000,San Francisco,Middle
567,Toyota,Rav11,2019,Gray,60000,14000,Dallas,High
568,Honda,Pilot,2016,White,55000,12000,Atlanta,Middle
569,Ford,Explorer,2020,Blue,45000,18000,Phoenix,Middle
570,Chevrolet,Traverse,2019,Black,35000,16000,Houston,Low
571,Hyundai,Santa Fe,2015,Red,55000,14000,Seattle,Middle
572,Toyota,4Runner,2020,Silver,60000,12000,Los Angeles,High
573,Honda,Odyssey,2015,White,40000,15000,New York,Middle
574,Ford,Edge,2015,Blue,25000,19000,Chicago,Low
575,Chevrolet,Tahoe,2015,Black,30000,18000,Miami,Low
576,Hyundai,Palisade,2015,Silver,65000,22000,San Francisco,High
577,Toyota,Sienna,2017,Red,55000,16000,Dallas,Middle
578,Honda,Fit,2020,Gray,50000,14000,Atlanta,Middle
579,Ford,Fusion,2015,White,55000,19000,Phoenix,Middle
580,Chevrolet,Malibu,2019,Blue,30000,23000,Houston,Low
581,Hyundai,Venue,2015,Silver,40000,21000,Seattle,Middle
582,Toyota,Yaris,2016,Black,45000,18000,Los Angeles,Middle
583,Toyota,Camry,2019,White,35000,20000,Los Angeles,Low
584,Honda,Civic,2020,Blue,60000,25000,New York,High
585,Toyota,Camry,2016,White,55000,24000,Los Angeles,Middle
586,Honda,Civic,2016,Blue,50000,23000,New York,Middle
587,Ford,Focus,2016,Silver,35000,28000,Chicago,Low
588,Chevrolet,Cruze,2017,Red,40000,25000,Miami,Middle
589,Hyundai,Elantra,2015,Black,70000,27000,San Francisco,High
590,Toyota,Corolla,2018,Gray,55000,22000,Dallas,Middle
591,Honda,Accord,2017,White,50000,21000,Atlanta,Middle
592,Ford,Mustang,2015,Yellow,45000,26000,Phoenix,Middle
593,Chevrolet,Impala,2016,Black,30000,29000,Houston,Low
594,Hyundai,Sonata,2018,Blue,35000,27000,Seattle,Low
595,Toyota,Rav12,2020,Gray,55000,12000,Los Angeles,Middle
596,Honda,CR-V,2016,Red,50000,15000,New York,Middle
597,Ford,Escape,2016,White,40000,17000,Chicago,Middle
598,Chevrolet,Equinox,2017,Black,60000,14000,Miami,High
599,Hyundai,Kona,2018,Blue,55000,12000,San Francisco,Middle
600,Toyota,Highlander,2020,Silver,50000,15000,Dallas,Middle
601,Honda,Pilot,2019,Gray,40000,17000,Atlanta,Middle
602,Ford,Explorer,2017,White,35000,14000,Phoenix,Low
603,Chevrolet,Traverse,2020,Black,70000,12000,Houston,High
604,Hyundai,Santa Fe,2017,Red,55000,15000,Seattle,Middle
605,Toyota,4Runner,2020,Silver,50000,17000,Los Angeles,Middle
606,Honda,Odyssey,2018,White,40000,14000,New York,Middle
607,Ford,Edge,2015,Blue,45000,16000,Chicago,Middle
608,Chevrolet,Tahoe,2015,Black,35000,18000,Miami,Low
609,Hyundai,Palisade,2015,Silver,60000,19000,San Francisco,High
610,Toyota,Sienna,2017,Red,50000,18000,Dallas,Middle
611,Honda,Fit,2018,Gray,40000,22000,Atlanta,Middle
612,Ford,Fusion,2015,White,35000,25000,Phoenix,Low
613,Chevrolet,Malibu,2020,Blue,70000,18000,Houston,High
614,Hyundai,Venue,2015,Silver,55000,19000,Seattle,Middle
615,Toyota,Yaris,2020,Black,50000,17000,Los Angeles,Middle
616,Honda,HR-V,2018,White,45000,16000,New York,Middle
617,Ford,EcoSport,2019,Red,40000,18000,Chicago,Middle
618,Chevrolet,Spark,2016,Blue,35000,20000,Miami,Low
619,Hyundai,Accent,2015,Silver,55000,19000,San Francisco,Middle
620,Toyota,Prius,2020,Gray,50000,23000,Dallas,Middle
621,Honda,Civic,2018,White,40000,21000,Atlanta,Middle
622,Ford,Fiesta,2018,Blue,35000,24000,Phoenix,Low
623,Chevrolet,Cruze,2018,Black,70000,20000,Houston,High
624,Hyundai,Elantra,2018,Red,55000,22000,Seattle,Middle
625,Toyota,Camry,2018,Silver,50000,24000,Los Angeles,Middle
626,Honda,Accord,2015,White,45000,23000,New York,Middle
627,Ford,Mustang,2015,Blue,40000,27000,Chicago,Middle
628,Chevrolet,Camaro,2016,Red,35000,25000,Miami,Low
629,Hyundai,Genesis,2016,Black,70000,28000,San Francisco,High
630,Toyota,Avalon,2015,Silver,55000,22000,Dallas,Middle
631,Honda,Civic,2020,Gray,50000,21000,Atlanta,Middle
632,Ford,Fusion,2015,White,45000,26000,Phoenix,Middle
633,Chevrolet,Impala,2019,Blue,30000,29000,Houston,Low
634,Hyundai,Sonata,2017,Red,35000,27000,Seattle,Low
635,Toyota,Corolla,2020,Silver,55000,12000,Los Angeles,Middle
636,Honda,CR-V,2020,White,50000,15000,New York,Middle
637,Ford,Escape,2015,Blue,40000,17000,Chicago,Middle
638,Chevrolet,Equinox,2016,Black,60000,14000,Miami,High
639,Hyundai,Tucson,2016,Red,55000,12000,San Francisco,Middle
640,Toyota,Rav12,2020,Gray,45000,18000,Dallas,Middle
641,Honda,Pilot,2019,White,35000,16000,Atlanta,Low
642,Ford,Explorer,2018,Blue,55000,14000,Phoenix,Middle
643,Chevrolet,Traverse,2017,Black,60000,12000,Houston,High
644,Hyundai,Santa Fe,2020,Red,40000,15000,Seattle,Middle
645,Toyota,4Runner,2020,Silver,25000,19000,Los Angeles,Low
646,Honda,Odyssey,2017,White,30000,18000,New York,Low
647,Ford,Edge,2017,Blue,65000,22000,Chicago,High
648,Chevrolet,Tahoe,2017,Black,55000,16000,Miami,Middle
649,Hyundai,Palisade,2019,Silver,50000,14000,San Francisco,Middle
650,Toyota,Sienna,2015,Red,55000,19000,Dallas,Middle
651,Honda,Fit,2016,Gray,30000,23000,Atlanta,Low
652,Ford,Fusion,2020,White,40000,21000,Phoenix,Middle
653,Chevrolet,Malibu,2018,Blue,45000,18000,Houston,Middle
654,Hyundai,Venue,2019,Silver,35000,20000,Seattle,Low
655,Toyota,Yaris,2016,Black,60000,25000,Los Angeles,High
656,Toyota,Camry,2017,White,55000,24000,Los Angeles,Middle
657,Honda,Civic,2015,Blue,50000,23000,New York,Middle
658,Toyota,Camry,2016,White,35000,28000,Los Angeles,Low
659,Honda,Civic,2020,Blue,40000,25000,New York,Middle
660,Ford,Focus,2018,Silver,70000,27000,Chicago,High
661,Chevrolet,Cruze,2018,Red,55000,22000,Miami,Middle
662,Hyundai,Elantra,2019,Black,50000,21000,San Francisco,Middle
663,Toyota,Corolla,2017,Gray,45000,26000,Dallas,Middle
664,Honda,Accord,2019,White,30000,29000,Atlanta,Low
665,Ford,Mustang,2015,Yellow,35000,27000,Phoenix,Low
666,Chevrolet,Impala,2018,Black,55000,12000,Houston,Middle
667,Hyundai,Sonata,2020,Blue,50000,15000,Seattle,Middle
668,Toyota,Rav13,2016,Gray,40000,17000,Los Angeles,Middle
669,Honda,CR-V,2017,Red,60000,14000,New York,High
670,Ford,Escape,2016,White,55000,12000,Chicago,Middle
671,Chevrolet,Equinox,2016,Black,50000,15000,Miami,Middle
672,Hyundai,Kona,2018,Blue,40000,17000,San Francisco,Middle
673,Toyota,Highlander,2017,Silver,35000,14000,Dallas,Low
674,Honda,Pilot,2019,Gray,70000,12000,Atlanta,High
675,Ford,Explorer,2015,White,55000,15000,Phoenix,Middle
676,Chevrolet,Traverse,2019,Black,50000,17000,Houston,Middle
677,Hyundai,Santa Fe,2016,Red,40000,14000,Seattle,Middle
678,Toyota,4Runner,2020,Silver,45000,16000,Los Angeles,Middle
679,Honda,Odyssey,2020,White,35000,18000,New York,Low
680,Ford,Edge,2018,Blue,60000,19000,Chicago,High
681,Chevrolet,Tahoe,2020,Black,50000,18000,Miami,Middle
682,Hyundai,Palisade,2016,Silver,40000,22000,San Francisco,Middle
683,Toyota,Sienna,2019,Red,35000,25000,Dallas,Low
684,Honda,Fit,2020,Gray,70000,18000,Atlanta,High
685,Ford,Fusion,2015,White,55000,19000,Phoenix,Middle
686,Chevrolet,Malibu,2016,Blue,50000,17000,Houston,Middle
687,Hyundai,Venue,2016,Silver,45000,16000,Seattle,Middle
688,Toyota,Yaris,2016,Black,40000,18000,Los Angeles,Middle
689,Honda,HR-V,2018,White,35000,20000,New York,Low
690,Ford,EcoSport,2016,Red,55000,19000,Chicago,Middle
691,Chevrolet,Spark,2016,Blue,50000,23000,Miami,Middle
692,Hyundai,Accent,2017,Silver,40000,21000,San Francisco,Middle
693,Toyota,Prius,2018,Gray,35000,24000,Dallas,Low
694,Honda,Civic,2020,White,70000,20000,Atlanta,High
695,Ford,Fiesta,2016,Blue,55000,22000,Phoenix,Middle
696,Chevrolet,Cruze,2020,Black,50000,24000,Houston,Middle
697,Hyundai,Elantra,2020,Red,45000,23000,Seattle,Middle
698,Toyota,Camry,2019,Silver,40000,27000,Los Angeles,Middle
699,Honda,Accord,2017,White,35000,25000,New York,Low
700,Ford,Mustang,2019,Blue,70000,28000,Chicago,High
701,Chevrolet,Camaro,2015,Red,55000,22000,Miami,Middle
702,Hyundai,Genesis,2020,Black,50000,21000,San Francisco,Middle
703,Toyota,Avalon,2015,Silver,45000,26000,Dallas,Middle
704,Honda,Civic,2019,Gray,30000,29000,Atlanta,Low
705,Ford,Fusion,2018,White,35000,27000,Phoenix,Low
706,Chevrolet,Impala,2017,Blue,55000,12000,Houston,Middle
707,Hyundai,Sonata,2015,Red,50000,15000,Seattle,Middle
708,Toyota,Corolla,2020,Silver,40000,17000,Los Angeles,Middle
709,Honda,CR-V,2020,White,60000,14000,New York,High
710,Ford,Escape,2020,Blue,55000,12000,Chicago,Middle
711,Chevrolet,Equinox,2015,Black,45000,18000,Miami,Middle
712,Hyundai,Tucson,2019,Red,35000,16000,San Francisco,Low
713,Toyota,Rav13,2018,Gray,55000,14000,Dallas,Middle
714,Honda,Pilot,2017,White,60000,12000,Atlanta,High
715,Ford,Explorer,2020,Blue,40000,15000,Phoenix,Middle
716,Chevrolet,Traverse,2017,Black,25000,19000,Houston,Low
717,Hyundai,Santa Fe,2019,Red,30000,18000,Seattle,Low
718,Toyota,4Runner,2016,Silver,65000,22000,Los Angeles,High
719,Honda,Odyssey,2020,White,55000,16000,New York,Middle
720,Ford,Edge,2017,Blue,50000,14000,Chicago,Middle
721,Chevrolet,Tahoe,2015,Black,55000,19000,Miami,Middle
722,Hyundai,Palisade,2019,Silver,30000,23000,San Francisco,Low
723,Toyota,Sienna,2017,Red,40000,21000,Dallas,Middle
724,Honda,Fit,2019,Gray,45000,18000,Atlanta,Middle
725,Ford,Fusion,2015,White,35000,20000,Phoenix,Low
726,Chevrolet,Malibu,2019,Blue,60000,25000,Houston,High
727,Hyundai,Venue,2020,Silver,55000,24000,Seattle,Middle
728,Toyota,Yaris,2017,Black,50000,23000,Los Angeles,Middle
729,Toyota,Camry,2019,White,35000,28000,Los Angeles,Low
730,Honda,Civic,2017,Blue,40000,25000,New York,Middle
731,Toyota,Camry,2018,White,70000,27000,Los Angeles,High
732,Honda,Civic,2016,Blue,55000,22000,New York,Middle
733,Ford,Focus,2019,Silver,50000,21000,Chicago,Middle
734,Chevrolet,Cruze,2019,Red,45000,26000,Miami,Middle
735,Hyundai,Elantra,2016,Black,30000,29000,San Francisco,Low
736,Toyota,Corolla,2015,Gray,35000,27000,Dallas,Low
737,Honda,Accord,2017,White,55000,12000,Atlanta,Middle
738,Ford,Mustang,2015,Yellow,50000,15000,Phoenix,Middle
739,Chevrolet,Impala,2016,Black,40000,17000,Houston,Middle
740,Hyundai,Sonata,2018,Blue,60000,14000,Seattle,High
741,Toyota,Rav14,2017,Gray,55000,12000,Los Angeles,Middle
742,Honda,CR-V,2016,Red,50000,15000,New York,Middle
743,Ford,Escape,2020,White,40000,17000,Chicago,Middle
744,Chevrolet,Equinox,2020,Black,35000,14000,Miami,Low
745,Hyundai,Kona,2020,Blue,70000,12000,San Francisco,High
746,Toyota,Highlander,2016,Silver,55000,15000,Dallas,Middle
747,Honda,Pilot,2020,Gray,50000,17000,Atlanta,Middle
748,Ford,Explorer,2020,White,40000,14000,Phoenix,Middle
749,Chevrolet,Traverse,2020,Black,45000,16000,Houston,Middle
750,Hyundai,Santa Fe,2018,Red,35000,18000,Seattle,Low
751,Toyota,4Runner,2019,Silver,60000,19000,Los Angeles,High
752,Honda,Odyssey,2017,White,50000,18000,New York,Middle
753,Ford,Edge,2015,Blue,40000,22000,Chicago,Middle
754,Chevrolet,Tahoe,2016,Black,35000,25000,Miami,Low
755,Hyundai,Palisade,2019,Silver,70000,18000,San Francisco,High
756,Toyota,Sienna,2016,Red,55000,19000,Dallas,Middle
757,Honda,Fit,2019,Gray,50000,17000,Atlanta,Middle
758,Ford,Fusion,2015,White,45000,16000,Phoenix,Middle
759,Chevrolet,Malibu,2015,Blue,40000,18000,Houston,Middle
760,Hyundai,Venue,2018,Silver,35000,20000,Seattle,Low
761,Toyota,Yaris,2015,Black,55000,19000,Los Angeles,Middle
762,Honda,HR-V,2016,White,50000,23000,New York,Middle
763,Ford,EcoSport,2018,Red,40000,21000,Chicago,Middle
764,Chevrolet,Spark,2019,Blue,35000,24000,Miami,Low
765,Hyundai,Accent,2018,Silver,70000,20000,San Francisco,High
766,Toyota,Prius,2019,Gray,55000,22000,Dallas,Middle
767,Honda,Civic,2015,White,50000,24000,Atlanta,Middle
768,Ford,Fiesta,2016,Blue,45000,23000,Phoenix,Middle
769,Chevrolet,Cruze,2019,Black,40000,27000,Houston,Middle
770,Hyundai,Elantra,2019,Red,35000,25000,Seattle,Low
771,Toyota,Camry,2015,Silver,70000,28000,Los Angeles,High
772,Honda,Accord,2018,White,55000,22000,New York,Middle
773,Ford,Mustang,2018,Blue,50000,21000,Chicago,Middle
774,Chevrolet,Camaro,2017,Red,45000,26000,Miami,Middle
775,Hyundai,Genesis,2016,Black,30000,29000,San Francisco,Low
776,Toyota,Avalon,2020,Silver,35000,27000,Dallas,Low
777,Honda,Civic,2015,Gray,55000,12000,Atlanta,Middle
778,Ford,Fusion,2016,White,50000,15000,Phoenix,Middle
779,Chevrolet,Impala,2020,Blue,40000,17000,Houston,Middle
780,Hyundai,Sonata,2015,Red,60000,14000,Seattle,High
781,Toyota,Corolla,2019,Silver,55000,12000,Los Angeles,Middle
782,Honda,CR-V,2017,White,45000,18000,New York,Middle
783,Ford,Escape,2015,Blue,35000,16000,Chicago,Low
784,Chevrolet,Equinox,2019,Black,55000,14000,Miami,Middle
785,Hyundai,Tucson,2015,Red,60000,12000,San Francisco,High
786,Toyota,Rav14,2018,Gray,40000,15000,Dallas,Middle
787,Honda,Pilot,2015,White,25000,19000,Atlanta,Low
788,Ford,Explorer,2016,Blue,30000,18000,Phoenix,Low
789,Chevrolet,Traverse,2018,Black,65000,22000,Houston,High
790,Hyundai,Santa Fe,2018,Red,55000,16000,Seattle,Middle
791,Toyota,4Runner,2015,Silver,50000,14000,Los Angeles,Middle
792,Honda,Odyssey,2016,White,55000,19000,New York,Middle
793,Ford,Edge,2016,Blue,30000,23000,Chicago,Low
794,Chevrolet,Tahoe,2019,Black,40000,21000,Miami,Middle
795,Hyundai,Palisade,2015,Silver,45000,18000,San Francisco,Middle
796,Toyota,Sienna,2018,Red,35000,20000,Dallas,Low
797,Honda,Fit,2015,Gray,60000,25000,Atlanta,High
798,Ford,Fusion,2017,White,55000,24000,Phoenix,Middle
799,Chevrolet,Malibu,2017,Blue,50000,23000,Houston,Middle
800,Hyundai,Venue,2020,Silver,35000,28000,Seattle,Low
801,Toyota,Yaris,2020,Black,40000,25000,Los Angeles,Middle
802,Toyota,Camry,2016,White,70000,27000,Los Angeles,High
803,Honda,Civic,2015,Blue,55000,22000,New York,Middle
804,Toyota,Camry,2017,White,50000,21000,Los Angeles,Middle
805,Honda,Civic,2018,Blue,45000,26000,New York,Middle
806,Ford,Focus,2018,Silver,30000,29000,Chicago,Low
807,Chevrolet,Cruze,2016,Red,35000,27000,Miami,Low
808,Hyundai,Elantra,2020,Black,55000,12000,San Francisco,Middle
809,Toyota,Corolla,2017,Gray,50000,15000,Dallas,Middle
810,Honda,Accord,2018,White,40000,17000,Atlanta,Middle
811,Ford,Mustang,2020,Yellow,60000,14000,Phoenix,High
812,Chevrolet,Impala,2016,Black,55000,12000,Houston,Middle
813,Hyundai,Sonata,2019,Blue,50000,15000,Seattle,Middle
814,Toyota,Rav15,2016,Gray,40000,17000,Los Angeles,Middle
815,Honda,CR-V,2015,Red,35000,14000,New York,Low
816,Ford,Escape,2016,White,70000,12000,Chicago,High
817,Chevrolet,Equinox,2019,Black,55000,15000,Miami,Middle
818,Hyundai,Kona,2015,Blue,50000,17000,San Francisco,Middle
819,Toyota,Highlander,2019,Silver,40000,14000,Dallas,Middle
820,Honda,Pilot,2015,Gray,45000,16000,Atlanta,Middle
821,Ford,Explorer,2019,White,35000,18000,Phoenix,Low
822,Chevrolet,Traverse,2020,Black,60000,19000,Houston,High
823,Hyundai,Santa Fe,2017,Red,50000,18000,Seattle,Middle
824,Toyota,4Runner,2017,Silver,40000,22000,Los Angeles,Middle
825,Honda,Odyssey,2019,White,35000,25000,New York,Low
826,Ford,Edge,2020,Blue,70000,18000,Chicago,High
827,Chevrolet,Tahoe,2018,Black,55000,19000,Miami,Middle
828,Hyundai,Palisade,2015,Silver,50000,17000,San Francisco,Middle
829,Toyota,Sienna,2016,Red,45000,16000,Dallas,Middle
830,Honda,Fit,2016,Gray,40000,18000,Atlanta,Middle
831,Ford,Fusion,2017,White,35000,20000,Phoenix,Low
832,Chevrolet,Malibu,2016,Blue,55000,19000,Houston,Middle
833,Hyundai,Venue,2019,Silver,50000,23000,Seattle,Middle
834,Toyota,Yaris,2016,Black,40000,21000,Los Angeles,Middle
835,Honda,HR-V,2020,White,35000,24000,New York,Low
836,Ford,EcoSport,2016,Red,70000,20000,Chicago,High
837,Chevrolet,Spark,2019,Blue,55000,22000,Miami,Middle
838,Hyundai,Accent,2020,Silver,50000,24000,San Francisco,Middle
839,Toyota,Prius,2018,Gray,45000,23000,Dallas,Middle
840,Honda,Civic,2018,White,40000,27000,Atlanta,Middle
841,Ford,Fiesta,2016,Blue,35000,25000,Phoenix,Low
842,Chevrolet,Cruze,2020,Black,70000,28000,Houston,High
843,Hyundai,Elantra,2016,Red,55000,22000,Seattle,Middle
844,Toyota,Camry,2015,Silver,50000,21000,Los Angeles,Middle
845,Honda,Accord,2016,White,45000,26000,New York,Middle
846,Ford,Mustang,2017,Blue,30000,29000,Chicago,Low
847,Chevrolet,Camaro,2020,Red,35000,27000,Miami,Low
